coffee-lint@0.7.3,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.","May 20, 2015 - May 27, 2015",Mac Users,"2,886","1,659",0,0.00
coffee-lint@0.7.3,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.","May 20, 2015 - May 27, 2015",Linux users,147,112,0,0.00
coffee-lint@0.7.3,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `""atom-space-pen-views"": ""^2.0.3""` to your package dependencies.","May 20, 2015 - May 27, 2015",Mac Users,"2,877","1,659",0,0.00
coffee-lint@0.7.3,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `""atom-space-pen-views"": ""^2.0.3""` to your package dependencies.","May 20, 2015 - May 27, 2015",Linux users,147,112,0,0.00
coffee-lint@0.7.3,Use Workspace::onDidChangeActivePaneItem instead,"May 20, 2015 - May 27, 2015",Mac Users,"2,868","1,650",0,0.00
coffee-lint@0.7.3,Use Workspace::onDidChangeActivePaneItem instead,"May 20, 2015 - May 27, 2015",Linux users,147,112,0,0.00
coffee-lint@0.7.3,Use TextBuffer::onDidDestroy instead,"May 20, 2015 - May 27, 2015",Mac Users,"2,730","1,633",0,0.00
coffee-lint@0.7.3,Use TextBuffer::onDidDestroy instead,"May 20, 2015 - May 27, 2015",Linux users,121,95,0,0.00
coffee-lint@0.7.3,Use TextBuffer::onDidSave instead. A TextBuffer instance is no longer provided as a callback argument.,"May 20, 2015 - May 27, 2015",Mac Users,"2,730","1,633",0,0.00
coffee-lint@0.7.3,Use TextBuffer::onDidSave instead. A TextBuffer instance is no longer provided as a callback argument.,"May 20, 2015 - May 27, 2015",Linux users,121,95,0,0.00
coffee-lint@0.7.3,Use TextEditor::onDidStopChanging instead,"May 20, 2015 - May 27, 2015",Mac Users,"2,721","1,624",0,0.00
coffee-lint@0.7.3,Use TextEditor::onDidStopChanging instead,"May 20, 2015 - May 27, 2015",Linux users,121,95,0,0.00
atom-terminal@0.7.0,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json ""activationCommands"": { ""atom-workspace"": [""foo:bar"", ""foo:baz""], ""atom-text-editor"": [""foo:quux""] } ```","May 20, 2015 - May 27, 2015",Mac Users,"2,549","1,581",0,0.00
atom-terminal@0.7.0,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json ""activationCommands"": { ""atom-workspace"": [""foo:bar"", ""foo:baz""], ""atom-text-editor"": [""foo:quux""] } ```","May 20, 2015 - May 27, 2015",Linux users,86,52,0,0.00
atom-terminal@0.7.0,The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.,"May 20, 2015 - May 27, 2015",Mac Users,"2,540","1,572",0,0.00
atom-terminal@0.7.0,The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.,"May 20, 2015 - May 27, 2015",Linux users,86,52,0,0.00
coffee-lint@0.7.3,Use Workspace::onDidAddTextEditor instead,"May 20, 2015 - May 27, 2015",Mac Users,"2,436","1,538",0,0.00
coffee-lint@0.7.3,Use Workspace::onDidAddTextEditor instead,"May 20, 2015 - May 27, 2015",Linux users,138,104,0,0.00
seti-monokai@0.3.1,Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `seti-monokai` package,"May 20, 2015 - May 27, 2015",Mac Users,"2,929","1,529",0,0.00
seti-monokai@0.3.1,Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `seti-monokai` package,"May 20, 2015 - May 27, 2015",Linux users,276,121,0,0.00
jsdoc@0.9.0,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json ""activationCommands"": { ""atom-workspace"": [""foo:bar"", ""foo:baz""], ""atom-text-editor"": [""foo:quux""] } ```","May 20, 2015 - May 27, 2015",Mac Users,"2,652","1,521",0,0.00
jsdoc@0.9.0,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json ""activationCommands"": { ""atom-workspace"": [""foo:bar"", ""foo:baz""], ""atom-text-editor"": [""foo:quux""] } ```","May 20, 2015 - May 27, 2015",Linux users,78,60,0,0.00
atom-ctags@3.2.0,The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.,"May 20, 2015 - May 27, 2015",Mac Users,"4,207","1,469",0,0.00
atom-ctags@3.2.0,The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.,"May 20, 2015 - May 27, 2015",Linux users,458,285,0,0.00
atom-lint@0.20.1,Use ::dispose to cancel subscriptions instead of ::off,"May 20, 2015 - May 27, 2015",Mac Users,"2,739","1,425",0,0.00
atom-lint@0.20.1,Use ::dispose to cancel subscriptions instead of ::off,"May 20, 2015 - May 27, 2015",Linux users,423,242,0,0.00
